model_year,make,vehicle_records,average_co2_g_km,average_combined_l_100km,average_engine_size_l,average_peer_gap_g_km,low_to_high_emission_rank
1995,GEO,3,161.6667,7.03333,1.2,0.0,1
1995,SATURN,12,210.6667,9.15,1.9,5.9166667,2
1995,HYUNDAI,11,227.0,9.86364,1.79091,9.6818182,3
1995,SUZUKI,9,227.7778,9.9,1.48889,0.0,4
1995,HONDA,18,230.1667,10.00556,1.99444,19.25,5
1995,SUBARU,15,241.0667,10.48,2.04,24.1,6
1995,EAGLE,16,245.9375,10.6875,2.1625,19.65625,7
1995,PLYMOUTH,19,253.7368,11.02632,2.58421,8.9736842,8
1995,MAZDA,37,253.8919,11.04054,2.07297,23.7162162,9
1995,PONTIAC,31,260.871,11.33871,2.89032,34.2419355,10
1995,TOYOTA,40,265.9,11.5625,2.375,15.3375,11
1995,MERCURY,12,266.25,11.575,3.21667,15.2916667,12
1995,VOLKSWAGEN,33,269.1515,11.38182,2.30909,26.5454545,13
1995,ACURA,8,269.375,11.7125,2.625,40.25,14
1995,NISSAN,32,270.75,11.76875,2.50625,21.75,15
1995,INFINITI,4,271.0,11.775,2.875,44.75,16
1995,SAAB,25,277.32,12.052,2.36,25.62,17
1995,CHRYSLER,11,278.3636,12.09091,3.03636,20.9090909,18
1995,VOLVO,20,278.4,12.1,2.42,28.25,19
1995,BUICK,14,279.6429,12.15,3.53571,22.2142857,20
1995,OLDSMOBILE,14,280.9286,12.20714,3.15,27.1071429,21
1995,BMW,24,286.5833,12.4625,2.9,62.0833333,22
1995,LEXUS,4,288.0,12.525,3.5,52.375,23
1995,AUDI,9,289.8889,12.6,2.73333,65.9444444,24
1995,LINCOLN,2,294.0,12.8,4.6,20.75,25
1995,FORD,70,315.8286,13.73,3.83857,32.75,26
1995,MERCEDES-BENZ,19,317.0,13.59474,3.96316,61.9868421,27
1995,ALFA ROMEO,2,324.5,14.1,3.0,102.0,28
1995,CADILLAC,7,327.0,14.21429,4.8,48.0714286,29
1995,PORSCHE,7,329.1429,14.31429,3.94286,66.6428571,30
1995,JEEP,15,342.6,14.89333,3.48,82.6,31
1995,DODGE,77,346.9221,15.07922,4.03766,40.762987,32
1995,CHEVROLET,109,351.3945,14.9211,4.60092,45.4977064,33
1995,JAGUAR,8,353.75,15.375,4.75,134.6875,34
1995,ISUZU,5,371.8,16.16,3.2,111.8,35
1995,GMC,76,382.0789,16.18026,5.08158,49.9736842,36
1995,LAND ROVER,3,435.6667,18.93333,4.0,175.6666667,37
1995,FERRARI,3,465.6667,20.23333,4.13333,210.5,38
1995,BENTLEY,8,489.625,21.275,6.7,240.375,39
1995,ROLLS-ROYCE,7,492.1429,21.38571,6.7,245.5,40
1996,HYUNDAI,6,204.3333,8.88333,1.5,0.0,1
1996,SATURN,12,208.75,9.075,1.9,6.3333333,2
1996,GEO,7,213.2857,9.27143,1.42857,0.0,3
1996,HONDA,19,221.6842,9.63684,1.95263,18.7894737,4
1996,SUZUKI,12,225.8333,9.81667,1.58333,0.5,5
1996,EAGLE,14,252.1429,10.96429,2.21429,21.5357143,6
1996,PONTIAC,28,253.4643,11.01786,3.02857,33.0,7
1996,SUBARU,12,253.75,11.03333,2.275,34.3333333,8
1996,TOYOTA,39,259.7436,11.29231,2.42821,9.6153846,9
1996,MERCURY,12,262.8333,11.625,3.08333,13.4166667,10
1996,ACURA,8,265.875,11.55,2.575,44.875,11
1996,PLYMOUTH,18,267.2222,11.61667,2.61111,8.7222222,12
1996,MAZDA,32,267.7813,11.6375,2.45,21.28125,13
1996,BMW,16,268.375,11.66875,2.875,42.5,14
1996,INFINITI,5,268.6,11.68,2.9,35.0,15
1996,OLDSMOBILE,11,270.7273,11.77273,3.27273,17.9545455,16
1996,NISSAN,23,271.7826,11.81304,2.5913,33.4782609,17
1996,VOLVO,15,273.5333,11.89333,2.44667,22.5333333,18
1996,BUICK,13,275.4615,11.97692,3.76923,17.0,19
1996,CHRYSLER,13,279.2308,12.14615,3.06154,15.2307692,20
1996,LEXUS,4,279.25,12.15,3.5,42.75,21
1996,SAAB,18,281.2222,12.22222,2.36111,28.2222222,22
1996,VOLKSWAGEN,35,282.8,11.65429,2.23429,35.4285714,23
1996,AUDI,9,284.5556,12.37778,2.73333,66.4444444,24
1996,LINCOLN,3,297.6667,12.93333,4.6,25.0,25
1996,MERCEDES-BENZ,15,316.0667,13.64,4.10667,73.6,26
1996,CADILLAC,5,316.2,13.74,4.82,41.4,27
1996,FORD,81,319.9136,13.90617,3.82222,38.4876543,28
1996,CHEVROLET,67,329.1642,14.19104,4.42388,39.3358209,29
1996,JAGUAR,5,330.0,14.34,4.4,93.0,30
1996,PORSCHE,4,330.75,14.375,3.6,91.75,31
1996,JEEP,9,332.5556,14.45556,3.8,34.7777778,32
1996,DODGE,70,347.1143,15.09,4.12143,50.6428571,33
1996,GMC,43,361.8372,15.54186,4.87674,40.6627907,34
1996,ISUZU,4,374.0,16.25,3.2,75.0,35
1996,LAND ROVER,3,415.6667,18.06667,4.2,116.6666667,36
1996,ROLLS-ROYCE,2,432.0,18.8,6.7,170.0,37
1996,BENTLEY,6,450.0,19.56667,6.7,205.0,38
1997,SATURN,12,204.4167,8.875,1.9,2.625,1
1997,GEO,9,220.6667,9.58889,1.46667,0.0,2
1997,SUZUKI,12,225.8333,9.81667,1.58333,0.0,3
1997,HONDA,16,230.625,10.01875,1.95625,12.84375,4
1997,HYUNDAI,13,239.0,10.39231,1.90769,19.6923077,5
1997,VOLKSWAGEN,22,242.9545,10.16364,2.22727,22.6818182,6
1997,SUBARU,14,250.5,10.87857,2.33571,26.3928571,7
1997,ACURA,13,250.8462,10.9,2.43077,37.1923077,8
1997,PONTIAC,29,254.7241,11.06897,3.06897,28.862069,9
1997,OLDSMOBILE,7,265.1429,11.52857,3.22857,13.8571429,10
1997,EAGLE,7,267.1429,11.61429,2.61429,29.8571429,11
1997,TOYOTA,36,270.5833,11.76389,2.44444,18.1319444,12
1997,NISSAN,14,270.6429,11.76429,2.54286,22.6607143,13
1997,BUICK,12,271.3333,11.8,3.50833,11.5,14
1997,MERCURY,12,271.9167,11.81667,3.08333,17.625,15
1997,PLYMOUTH,17,274.1765,11.91765,2.79412,9.8823529,16
1997,VOLVO,13,274.8462,11.95385,2.44615,19.9230769,17
1997,MAZDA,28,275.5357,11.975,2.55714,18.8571429,18
1997,BMW,25,275.72,11.984,3.072,46.12,19
1997,ISUZU,3,276.3333,12.0,2.9,26.3333333,20
1997,SAAB,8,276.875,12.0375,2.25,11.75,21
1997,AUDI,10,281.3,12.23,2.68,54.3,22
1997,CHRYSLER,18,290.9444,12.64444,3.01667,31.4444444,23
1997,LINCOLN,3,295.3333,12.83333,4.6,17.3333333,24
1997,CADILLAC,4,296.75,12.9,4.2,28.75,25
1997,INFINITI,4,303.5,13.2,3.35,56.5,26
1997,LEXUS,5,313.0,13.6,3.7,69.6,27
1997,MERCEDES-BENZ,16,314.3125,13.56875,4.11875,62.3125,28
1997,FORD,79,316.3165,13.74937,3.76962,36.0727848,29
1997,JAGUAR,5,318.6,13.84,4.0,86.45,30
1997,PORSCHE,6,319.5,13.88333,3.23333,77.8333333,31
1997,CHEVROLET,60,334.4167,14.39667,4.43833,43.0916667,32
1997,JEEP,14,334.7143,14.55,3.74286,70.4642857,33
1997,DODGE,54,338.6111,14.71852,3.95556,34.6666667,34
1997,GMC,44,359.1591,15.41818,4.86364,47.8522727,35
1997,LAND ROVER,4,410.5,17.85,4.15,146.25,36
1997,ROLLS-ROYCE,2,446.0,19.4,6.7,184.0,37
1997,BENTLEY,6,455.6667,19.81667,6.7,219.25,38
1997,FERRARI,2,516.5,22.45,4.5,297.125,39
1998,SATURN,12,206.5,8.96667,1.9,1.8333333,1
1998,SUZUKI,14,222.2857,9.65714,1.58571,0.3571429,2
1998,HONDA,14,234.0714,10.17143,2.09286,6.25,3
1998,HYUNDAI,11,239.3636,10.4,1.92727,17.0909091,4
1998,VOLKSWAGEN,22,239.6818,10.15455,2.19545,18.75,5
1998,SUBARU,16,249.4375,10.83125,2.35,20.3125,6
1998,ACURA,13,250.8462,10.9,2.43077,24.5,7
1998,PONTIAC,25,254.6,11.068,3.304,33.92,8
1998,EAGLE,4,254.75,11.075,2.0,40.75,9
1998,NISSAN,16,263.875,11.475,2.475,17.71875,10
1998,TOYOTA,35,264.8571,11.51143,2.43143,8.0714286,11
1998,PLYMOUTH,19,266.0,11.56316,2.77368,8.2631579,12
1998,MERCURY,9,266.2222,11.56667,2.66667,23.8333333,13
1998,CHRYSLER,13,267.1538,11.62308,2.75385,21.7307692,14
1998,BMW,28,269.9286,11.73571,2.86429,35.125,15
1998,AUDI,11,270.6364,11.76364,2.56364,40.7727273,16
1998,SAAB,6,271.8333,11.81667,2.2,14.0,17
1998,BUICK,9,275.1111,11.96667,3.48889,23.2222222,18
1998,MAZDA,20,279.9,12.17,2.67,16.05,19
1998,VOLVO,15,280.5333,12.19333,2.43333,32.5666667,20
1998,LEXUS,4,287.75,12.5,3.5,42.375,21
1998,OLDSMOBILE,5,288.2,12.54,3.76,21.1,22
1998,CADILLAC,4,296.75,12.9,4.2,38.875,23
1998,LINCOLN,2,300.0,13.05,4.6,37.75,24
1998,MERCEDES-BENZ,18,302.2222,13.05,3.88889,52.3333333,25
1998,PORSCHE,5,304.6,13.24,3.16,48.7,26
1998,INFINITI,3,307.6667,13.36667,3.46667,49.0,27
1998,JAGUAR,5,308.2,13.4,4.0,84.1,28
1998,CHEVROLET,67,324.806,13.99701,4.15672,38.6268657,29
1998,ISUZU,10,328.3,14.27,3.5,51.45,30
1998,FORD,74,332.4459,14.54865,3.96216,43.1554054,31
1998,DODGE,52,334.1346,14.52692,4.06731,38.7980769,32
1998,JEEP,16,339.125,14.7375,3.8,70.375,33
1998,GMC,42,367.9048,15.79762,4.85714,48.6190476,34
1998,LAND ROVER,3,411.6667,17.9,4.2,142.6666667,35
1998,ROLLS-ROYCE,1,432.0,18.8,6.7,178.5,36
1998,BENTLEY,6,454.3333,19.75,6.7,226.0,37
1998,FERRARI,5,511.2,22.22,4.7,260.9,38
1999,SATURN,12,200.6667,8.725,1.9,0.4583333,1
1999,DAEWOO,7,227.7143,9.9,1.77143,5.7857143,2
1999,SUZUKI,14,229.4286,9.97143,1.82857,1.5714286,3
1999,HONDA,15,236.4,10.27333,2.14,8.6,4
1999,HYUNDAI,12,237.4167,10.31667,2.06667,12.8333333,5
1999,VOLKSWAGEN,39,243.4359,10.37949,2.19744,20.3717949,6
1999,ACURA,11,245.0,10.64545,2.37273,22.1818182,7
1999,SUBARU,16,250.75,10.89375,2.35,22.25,8
1999,PONTIAC,24,253.6667,11.025,3.35417,34.8541667,9
1999,TOYOTA,36,253.8333,11.03333,2.33611,9.0138889,10
1999,MERCURY,12,263.4167,11.44167,2.71667,25.2916667,11
1999,PLYMOUTH,13,270.2308,11.74615,2.91538,6.9230769,12
1999,VOLVO,22,271.0455,11.78182,2.39545,24.6818182,13
1999,CHRYSLER,14,272.1429,11.83571,2.87857,15.4285714,14
1999,AUDI,13,272.1538,11.83077,2.52308,37.3076923,15
1999,BUICK,7,273.1429,11.87143,3.7,9.8571429,16
1999,SAAB,5,273.4,11.88,2.32,16.4,17
1999,MAZDA,22,274.5,11.93182,2.6,9.4545455,18
1999,NISSAN,16,276.0,12.0,2.60625,17.25,19
1999,OLDSMOBILE,8,276.625,12.025,3.5125,19.125,20
1999,INFINITI,5,281.8,12.24,2.88,31.7,21
1999,BMW,38,281.9474,12.25789,3.05789,46.8815789,22
1999,MERCEDES-BENZ,24,300.7917,13.0125,3.8625,51.0208333,23
1999,PORSCHE,4,303.25,13.175,2.95,48.25,24
1999,LEXUS,7,305.2857,13.27143,3.52857,39.0714286,25
1999,JAGUAR,6,309.6667,13.46667,4.0,75.0833333,26
1999,CHEVROLET,66,316.7121,13.72576,4.04545,34.6856061,27
1999,ISUZU,7,320.8571,13.94286,3.15714,37.8214286,28
1999,CADILLAC,5,324.2,14.1,4.5,57.3,29
1999,JEEP,14,328.5714,14.27857,3.51429,40.5357143,30
1999,FORD,80,329.0625,14.65,3.77,38.4375,31
1999,DODGE,55,352.6909,15.54,4.34364,50.1272727,32
1999,GMC,40,358.525,15.5175,4.7325,42.66875,33
1999,LINCOLN,4,371.5,16.15,5.0,91.25,34
1999,LAND ROVER,4,413.0,17.95,4.15,123.5,35
1999,ROLLS-ROYCE,1,428.0,18.6,5.4,170.0,36
1999,BENTLEY,5,452.4,19.68,6.24,231.8,37
1999,FERRARI,5,513.4,22.32,4.7,267.8,38
2000,SATURN,15,217.0667,9.44,2.10667,1.6666667,1
2000,SUZUKI,13,229.0,9.95385,1.84615,1.0769231,2
2000,HONDA,17,231.7059,10.07059,2.06471,8.0,3
2000,DAEWOO,10,232.8,10.12,1.86,17.175,4
2000,HYUNDAI,10,234.2,10.18,1.99,11.85,5
2000,VOLKSWAGEN,36,241.4444,10.30278,2.12222,17.3472222,6
2000,SUBARU,12,247.6667,10.76667,2.4,19.4166667,7
2000,PONTIAC,21,248.0476,10.78095,3.04286,23.8690476,8
2000,ACURA,9,252.3333,10.96667,2.38889,26.9722222,9
2000,OLDSMOBILE,5,262.4,11.4,3.02,20.8,10
2000,KIA,4,263.5,11.45,1.9,7.0,11
2000,SAAB,9,269.4444,11.71111,2.38889,11.1666667,12
2000,CHRYSLER,19,270.0,11.73158,2.83158,21.6973684,13
2000,TOYOTA,43,272.6512,11.85349,2.62093,10.5348837,14
2000,BUICK,6,273.0,11.86667,3.68333,12.375,15
2000,VOLVO,21,273.2857,11.87619,2.40476,27.4880952,16
2000,MAZDA,20,273.9,11.905,2.525,13.925,17
2000,INFINITI,4,274.0,11.9,2.575,25.0,18
2000,AUDI,22,280.5909,12.19545,2.54545,38.9090909,19
2000,BMW,29,291.2414,12.65862,3.31034,58.0086207,20
2000,MERCEDES-BENZ,22,291.7727,12.68182,3.80455,44.9545455,21
2000,PORSCHE,8,304.5,13.2375,3.175,24.875,22
2000,LEXUS,7,305.2857,13.27143,3.52857,37.7142857,23
2000,PLYMOUTH,1,308.0,13.4,3.5,89.75,24
2000,JAGUAR,10,311.9,13.56,3.9,65.45,25
2000,NISSAN,19,314.5263,13.66842,2.98421,26.4736842,26
2000,CHEVROLET,63,318.5238,13.84603,3.99048,34.0714286,27
2000,CADILLAC,5,323.0,14.04,4.5,56.95,28
2000,FORD,62,324.8548,14.11774,3.89032,32.4879032,29
2000,LINCOLN,6,325.3333,14.13333,4.08333,59.5833333,30
2000,ISUZU,8,325.375,14.15,3.3,41.46875,31
2000,JEEP,8,342.625,14.9,3.7125,50.625,32
2000,GMC,38,364.3684,15.83684,4.61842,43.0065789,33
2000,DODGE,46,367.1522,16.26739,4.68261,48.5543478,34
2000,LAND ROVER,3,421.3333,18.3,4.2,129.3333333,35
2000,FERRARI,7,506.2857,22.0,4.95714,269.1785714,36
2001,SATURN,15,216.4,9.41333,2.10667,1.7333333,1
2001,HONDA,14,227.4286,9.88571,2.09286,5.3214286,2
2001,DAEWOO,10,232.8,10.12,1.86,10.3,3
2001,HYUNDAI,12,235.75,10.24167,2.06667,4.9583333,4
2001,VOLKSWAGEN,35,239.0,10.19429,2.12,16.7,5
2001,SUZUKI,15,242.3333,10.53333,1.96,6.6666667,6
2001,SUBARU,13,250.2308,10.87692,2.44615,17.4615385,7
2001,ACURA,11,256.0,11.12727,2.58182,20.1590909,8
2001,KIA,10,256.5,11.15,2.04,23.2,9
2001,PONTIAC,19,263.3684,11.44737,3.41579,21.8157895,10
2001,SAAB,15,263.5333,11.45333,2.31333,9.1333333,11
2001,VOLVO,24,263.5417,11.45,2.3625,27.1354167,12
2001,CHRYSLER,25,268.2,11.656,2.852,16.66,13
2001,OLDSMOBILE,7,268.7143,11.68571,3.22857,24.0,14
2001,BUICK,6,269.1667,11.7,3.68333,7.4166667,15
2001,TOYOTA,36,273.4167,11.88611,2.76111,13.0625,16
2001,MAZDA,24,275.2083,11.9625,2.5375,9.3333333,17
2001,INFINITI,5,280.6,12.2,2.92,31.2,18
2001,BMW,43,288.5581,12.53953,3.15814,48.0872093,19
2001,AUDI,24,289.125,12.57083,2.675,42.1666667,20
2001,MERCEDES-BENZ,29,296.7586,12.9,3.98621,44.7155172,21
2001,CADILLAC,4,297.5,12.95,4.2,37.375,22
2001,NISSAN,23,304.5217,13.23478,2.8913,21.1304348,23
2001,PORSCHE,10,308.7,13.42,3.26,40.7,24
2001,JAGUAR,10,310.4,13.49,3.9,63.35,25
2001,LEXUS,8,310.625,13.5,3.5375,48.78125,26
2001,PLYMOUTH,1,311.0,13.5,3.5,52.0,27
2001,FORD,63,315.9524,13.83333,3.78413,22.5634921,28
2001,CHEVROLET,60,319.0833,14.035,4.00833,30.5083333,29
2001,LINCOLN,7,322.5714,14.01429,4.05714,57.7142857,30
2001,JEEP,9,344.5556,14.97778,3.71111,62.75,31
2001,ISUZU,4,348.75,15.15,3.35,59.75,32
2001,GMC,41,363.561,16.04634,4.54146,47.9512195,33
2001,DODGE,47,382.8511,16.78723,4.89787,50.1702128,34
2002,HONDA,13,219.6923,9.54615,2.13077,0.8461538,1
2002,SATURN,18,229.7778,9.98889,2.2,0.5555556,2
2002,VOLKSWAGEN,34,237.6471,10.12941,2.15882,14.4411765,3
2002,HYUNDAI,12,240.0,10.425,2.21667,4.1458333,4
2002,DAEWOO,14,240.5,10.45,1.9,12.9642857,5
2002,ACURA,11,253.3636,11.01818,2.63636,18.0681818,6
2002,SAAB,15,258.8,11.25333,2.31333,7.0,7
2002,SUBARU,16,261.9375,11.38125,2.4375,22.75,8
2002,VOLVO,22,263.4091,11.45455,2.36364,28.8522727,9
2002,SUZUKI,11,263.7273,11.46364,2.14545,9.7272727,10
2002,TOYOTA,33,264.2727,11.48788,2.69091,12.1893939,11
2002,PONTIAC,20,264.65,11.505,3.395,16.3875,12
2002,CHRYSLER,21,267.619,11.63333,2.89048,15.047619,13
2002,KIA,9,268.1111,11.65556,2.13333,19.6111111,14
2002,OLDSMOBILE,9,273.2222,11.87778,3.31111,20.6388889,15
2002,BUICK,8,273.75,11.9,3.6125,7.21875,16
2002,MAZDA,23,273.8261,11.90435,2.56087,8.3695652,17
2002,INFINITI,5,280.8,12.2,3.1,33.75,18
2002,BMW,45,286.7333,12.46,3.02222,43.75,19
2002,AUDI,24,291.9167,12.69583,2.775,47.0208333,20
2002,JAGUAR,14,301.3571,13.1,3.57143,57.9285714,21
2002,MERCEDES-BENZ,34,302.2941,13.14118,3.98235,58.0661765,22
2002,PORSCHE,17,302.5882,13.15294,3.44706,25.5882353,23
2002,LEXUS,10,303.4,13.19,3.56,49.75,24
2002,NISSAN,27,304.5185,13.23704,3.01852,23.9814815,25
2002,FORD,66,315.7727,13.8197,3.77424,23.1477273,26
2002,LINCOLN,8,321.0,13.95,3.925,56.34375,27
2002,CHEVROLET,75,332.48,15.18933,4.23867,36.5,28
2002,ISUZU,4,348.75,15.15,3.35,61.5,29
2002,JEEP,7,353.8571,15.38571,3.62857,66.6071429,30
2002,CADILLAC,5,356.8,15.5,5.16,73.55,31
2002,GMC,52,371.3269,17.15385,4.75769,54.2307692,32
2002,DODGE,43,380.0698,16.80465,4.75581,51.2267442,33
2002,LAND ROVER,2,433.5,18.85,4.3,146.25,34
2002,ROLLS-ROYCE,3,436.3333,18.96667,5.83333,182.3333333,35
2002,BENTLEY,6,458.8333,19.95,6.7,213.3333333,36
2002,FERRARI,4,473.0,20.55,3.6,208.0,37
2003,MINI,3,207.0,9.0,1.6,0.0,1
2003,HONDA,19,226.5263,9.84211,2.25789,2.9473684,2
2003,VOLKSWAGEN,46,239.7391,10.22391,2.26957,15.4565217,3
2003,HYUNDAI,17,246.1176,10.69412,2.27647,9.6470588,4
2003,SATURN,13,247.6154,10.76154,2.44615,3.4615385,5
2003,SUZUKI,18,247.8333,10.77222,2.13333,9.2222222,6
2003,PONTIAC,18,248.5,10.80556,2.85,9.5555556,7
2003,SAAB,16,252.0625,10.95625,2.15,15.5625,8
2003,ACURA,12,254.5,11.06667,2.68333,24.8333333,9
2003,TOYOTA,41,261.122,11.35122,2.62439,11.4878049,10
2003,SUBARU,25,262.12,11.392,2.46,25.44,11
2003,MITSUBISHI,18,268.5556,11.67222,2.69444,16.4444444,12
2003,CHRYSLER,22,268.5909,12.08636,3.09545,16.7272727,13
2003,VOLVO,22,268.7727,11.68636,2.41364,27.4545455,14
2003,KIA,11,271.1818,11.78182,2.5,26.5454545,15
2003,OLDSMOBILE,7,271.5714,11.81429,3.25714,24.0,16
2003,BUICK,8,273.375,11.8875,3.6125,10.625,17
2003,MAZDA,24,275.9167,12.22083,2.59167,8.75,18
2003,AUDI,29,279.8966,12.16897,2.71034,39.8965517,19
2003,BMW,48,287.3333,12.4875,3.14167,47.8333333,20
2003,NISSAN,28,291.6429,12.67857,3.05,22.2142857,21
2003,JAGUAR,16,298.8125,12.99375,3.6375,54.0625,22
2003,MERCEDES-BENZ,29,299.4138,13.01034,3.34483,57.6551724,23
2003,INFINITI,10,302.3,13.14,3.8,57.0,24
2003,LEXUS,11,302.6364,13.16364,3.62727,53.2727273,25
2003,LINCOLN,6,304.1667,13.23333,3.83333,45.0,26
2003,PORSCHE,19,309.5263,13.45263,3.55789,50.9473684,27
2003,FORD,73,317.274,13.98082,3.8137,27.5821918,28
2003,JEEP,9,323.2222,14.05556,3.47778,42.2222222,29
2003,DODGE,47,340.5319,15.3383,4.31702,34.8617021,30
2003,CADILLAC,7,345.0,14.98571,4.8,71.4642857,31
2003,CHEVROLET,71,348.4225,15.61972,4.44648,48.3838028,32
2003,ISUZU,2,368.0,16.0,4.75,87.0,33
2003,GMC,55,376.2364,16.96545,4.85091,63.2318182,34
2003,LAND ROVER,4,380.5,16.525,3.5,99.5,35
2003,MASERATI,4,444.0,19.3,4.2,189.0,36
2003,BENTLEY,5,474.2,20.62,6.7,228.2,37
2003,FERRARI,7,510.4286,22.18571,5.08571,252.4285714,38
2004,MINI,3,207.0,9.0,1.6,0.0,1
2004,HONDA,20,230.3,10.005,2.275,2.9,2
2004,SATURN,12,244.6667,10.63333,2.55,1.0,3
2004,ACURA,12,244.75,10.64167,2.56667,12.4166667,4
2004,PONTIAC,17,245.3529,10.66471,2.83529,7.7647059,5
2004,VOLKSWAGEN,47,245.4468,10.46809,2.34894,17.5319149,6
2004,HYUNDAI,17,253.5882,11.02353,2.42353,12.8823529,7
2004,SUZUKI,15,257.9333,11.21333,2.32667,5.7333333,8
2004,SAAB,20,258.0,11.21,2.15,21.7,9
2004,TOYOTA,41,260.3171,11.31463,2.74634,10.6341463,10
2004,SUBARU,31,263.9032,11.47742,2.5,25.2903226,11
2004,OLDSMOBILE,6,266.1667,11.56667,3.13333,17.9166667,12
2004,CHRYSLER,24,266.625,11.77917,2.925,10.875,13
2004,MITSUBISHI,25,268.16,11.656,2.876,20.26,14
2004,MAZDA,26,270.0,11.73462,2.56923,9.7115385,15
2004,VOLVO,26,271.2308,11.78846,2.43846,27.9807692,16
2004,KIA,10,275.3,11.96,2.59,24.1,17
2004,BMW,61,279.3607,12.14426,3.13934,35.8114754,18
2004,AUDI,33,281.9091,12.25758,2.86667,41.6212121,19
2004,JAGUAR,15,292.8667,12.74,3.65333,51.8666667,20
2004,LEXUS,14,297.7143,12.95,3.6,35.8928571,21
2004,INFINITI,10,298.0,12.96,3.8,55.8,22
2004,NISSAN,36,298.4722,12.97778,3.35278,22.6388889,23
2004,BUICK,13,302.4615,13.14615,3.96154,25.1153846,24
2004,LINCOLN,6,309.1667,13.43333,3.83333,43.9166667,25
2004,MERCEDES-BENZ,58,312.3621,13.57759,3.87241,67.3189655,26
2004,FORD,69,319.6377,14.31449,3.94493,34.1666667,27
2004,JEEP,9,324.8889,14.12222,3.47778,29.2222222,28
2004,DODGE,28,333.1429,14.47857,4.11786,38.5892857,29
2004,CADILLAC,12,335.8333,14.6,4.58333,51.9166667,30
2004,CHEVROLET,93,345.4731,15.88925,4.4828,43.6129032,31
2004,GMC,67,375.0448,17.19104,4.89552,57.1268657,32
2004,LAND ROVER,4,380.5,16.525,3.5,83.0,33
2004,PORSCHE,2,402.5,17.5,4.5,105.0,34
2004,ROLLS-ROYCE,1,403.0,17.5,6.7,148.0,35
2004,MASERATI,4,440.5,19.15,4.2,193.5,36
2004,FERRARI,9,481.7778,20.94444,4.53333,223.2777778,37
2004,BENTLEY,2,497.0,21.6,6.7,232.5,38
2005,SMART,1,140.0,5.2,0.8,0.0,1
2005,MINI,6,210.1667,9.13333,1.6,0.0,2
2005,HONDA,19,216.6842,9.41579,2.3,3.4473684,3
2005,SUZUKI,11,246.9091,10.73636,2.26364,8.7045455,4
2005,VOLKSWAGEN,51,247.1765,10.45294,2.28627,15.1078431,5
2005,TOYOTA,41,247.4146,10.75366,2.70976,11.2439024,6
2005,PONTIAC,24,248.375,10.79583,2.99583,10.5,7
2005,ACURA,13,249.3077,10.83846,2.6,16.3846154,8
2005,HYUNDAI,20,257.95,11.215,2.43,13.8,9
2005,SATURN,12,258.1667,11.21667,2.68333,5.8333333,10
2005,SUBARU,30,259.8667,11.29667,2.45,17.5833333,11
2005,MITSUBISHI,22,260.5909,11.32727,2.72727,15.5,12
2005,SAAB,27,262.0741,11.38519,2.27037,24.4814815,13
2005,VOLVO,35,268.3714,11.66857,2.48857,29.8142857,14
2005,MAZDA,31,270.0968,11.74194,2.57419,12.5,15
2005,KIA,15,270.6,11.76,2.51333,16.5333333,16
2005,CHRYSLER,32,274.375,12.06563,3.15313,18.9375,17
2005,NISSAN,32,278.4375,12.10625,3.37188,15.578125,18
2005,BMW,66,281.3485,12.22727,3.17879,35.1098485,19
2005,AUDI,35,283.6286,12.33429,3.02286,42.3857143,20
2005,BUICK,14,290.4286,12.62143,3.74286,20.2857143,21
2005,JAGUAR,21,290.619,12.64286,3.53333,46.2619048,22
2005,FORD,61,298.9344,13.4541,3.57541,25.4262295,23
2005,LEXUS,13,301.8462,13.13077,3.67692,39.5961538,24
2005,LINCOLN,6,306.5,13.33333,3.83333,45.3333333,25
2005,INFINITI,8,316.25,13.75,4.0125,70.125,26
2005,PORSCHE,51,317.9608,13.82157,3.67647,53.5882353,27
2005,MERCEDES-BENZ,53,321.8679,13.96038,4.21321,74.4245283,28
2005,CHEVROLET,100,331.24,15.081,4.327,45.295,29
2005,DODGE,48,338.0,15.47292,4.28333,49.7604167,30
2005,CADILLAC,18,339.3889,14.75556,4.41667,71.75,31
2005,JEEP,11,342.4545,14.70909,3.88182,64.6363636,32
2005,GMC,71,362.9859,16.55352,4.79296,63.6901408,33
2005,LAND ROVER,4,376.75,16.375,3.825,98.75,34
2005,ROLLS-ROYCE,1,403.0,17.5,6.7,152.0,35
2005,MASERATI,5,440.2,19.14,4.2,186.2,36
2005,FERRARI,8,476.875,20.725,4.65,218.0,37
2005,BENTLEY,3,477.0,20.73333,6.46667,224.6666667,38
2006,SMART,2,140.0,5.2,0.8,0.0,1
2006,MINI,8,214.625,9.325,1.6,0.0,2
2006,HONDA,21,239.3333,10.4,2.49048,3.9761905,3
2006,ACURA,11,243.5455,10.58182,2.56364,12.9090909,4
2006,SUZUKI,13,244.1538,10.61538,2.3,8.7692308,5
2006,VOLKSWAGEN,27,245.0741,10.28889,2.54074,19.537037,6
2006,HYUNDAI,22,246.6818,10.72727,2.38182,10.6363636,7
2006,SATURN,12,249.6667,10.85,2.79167,6.2916667,8
2006,PONTIAC,27,251.7778,10.94444,3.0,17.3888889,9
2006,TOYOTA,36,256.3056,11.14444,3.0,13.875,10
2006,SUBARU,33,260.3939,11.31818,2.5303,20.2727273,11
2006,JAGUAR,16,260.8125,11.33125,3.825,24.203125,12
2006,KIA,15,264.1333,11.48,2.53333,16.3166667,13
